continent,location,date,population,new_cases,new_vaccinations,total_vaccinations,RollingPeopleInfected,RollingPeopleVaccinated,percent_infected,percent_vaccinated
Asia,China,2021-04-14,1439323774,15,3593000,179216000,101570,98756000,0.01,6.86
Asia,China,2021-04-15,1439323774,17,4320000,183536000,101587,103076000,0.01,7.16
Asia,China,2021-04-16,1439323774,32,3824000,187360000,101619,106900000,0.01,7.43
Asia,China,2021-04-17,1439323774,34,2449000,189809000,101653,109349000,0.01,7.6
Asia,China,2021-04-18,1439323774,41,2318000,192127000,101694,111667000,0.01,7.76
Asia,China,2021-04-19,1439323774,22,2895000,195022000,101716,114562000,0.01,7.96
Asia,China,2021-04-20,1439323774,29,3928000,198950000,101745,118490000,0.01,8.23
Asia,China,2021-04-21,1439323774,7,5241000,204191000,101752,123731000,0.01,8.6
Asia,China,2021-04-22,1439323774,33,7032000,211223000,101785,130763000,0.01,9.09
Asia,China,2021-04-23,1439323774,18,4861000,216084000,101803,135624000,0.01,9.42
Asia,China,2021-04-24,1439323774,16,4225000,220309000,101819,139849000,0.01,9.72
Asia,China,2021-04-25,1439323774,17,4592000,224901000,101836,144441000,0.01,10.04
Asia,China,2021-04-26,1439323774,15,4588000,229489000,101851,149029000,0.01,10.35
Asia,China,2021-04-27,1439323774,20,6487000,235976000,101871,155516000,0.01,10.8
Asia,China,2021-04-28,1439323774,27,7929000,243905000,101898,163445000,0.01,11.36
Asia,China,2021-04-29,1439323774,28,9558000,253463000,101926,173003000,0.01,12.02
Asia,China,2021-04-30,1439323774,20,11601000,265064000,101946,184604000,0.01,12.83
South America,Colombia,2021-02-17,50882884,5103,,18,2207701,,4.34,
South America,Colombia,2021-02-18,50882884,4824,9917,9935,2212525,9917,4.35,0.02
South America,Colombia,2021-02-19,50882884,4476,11372,21307,2217001,21289,4.36,0.04
South America,Colombia,2021-02-20,50882884,5017,11833,33140,2222018,33122,4.37,0.07
South America,Colombia,2021-02-21,50882884,4244,6687,39827,2226262,39809,4.38,0.08
South America,Colombia,2021-02-22,50882884,3401,5339,45166,2229663,45148,4.38,0.09
South America,Colombia,2021-02-23,50882884,3926,2984,48150,2233589,48132,4.39,0.09
South America,Colombia,2021-02-24,50882884,3953,2374,50524,2237542,50506,4.4,0.1
South America,Colombia,2021-02-25,50882884,3683,15633,66157,2241225,66139,4.4,0.13
South America,Colombia,2021-02-26,50882884,3567,15176,81333,2244792,81315,4.41,0.16
South America,Colombia,2021-02-27,50882884,3343,32709,114042,2248135,114024,4.42,0.22
South America,Colombia,2021-02-28,50882884,3555,16536,130578,2251690,130560,4.43,0.26
South America,Colombia,2021-03-01,50882884,3570,18555,149133,2255260,149115,4.43,0.29
South America,Colombia,2021-03-02,50882884,4339,20486,169619,2259599,169601,4.44,0.33
South America,Colombia,2021-03-03,50882884,3047,21861,191480,2262646,191462,4.45,0.38
South America,Colombia,2021-03-04,50882884,3565,14995,206475,2266211,206457,4.45,0.41
South America,Colombia,2021-03-05,50882884,3371,33376,239851,2269582,239833,4.46,0.47
South America,Colombia,2021-03-06,50882884,3663,30560,270411,2273245,270393,4.47,0.53
South America,Colombia,2021-03-07,50882884,3411,28989,299400,2276656,299382,4.47,0.59
South America,Colombia,2021-03-08,50882884,2205,16679,316079,2278861,316061,4.48,0.62
South America,Colombia,2021-03-09,50882884,3511,87016,403095,2282372,403077,4.49,0.79
South America,Colombia,2021-03-10,50882884,3588,77155,480250,2285960,480232,4.49,0.94
South America,Colombia,2021-03-11,50882884,4579,108958,589208,2290539,589190,4.5,1.16
South America,Colombia,2021-03-12,50882884,4078,104282,693490,2294617,693472,4.51,1.36
South America,Colombia,2021-03-13,50882884,4465,88811,782301,2299082,782283,4.52,1.54
South America,Colombia,2021-03-14,50882884,4062,60903,843204,2303144,843186,4.53,1.66
South America,Colombia,2021-03-15,50882884,2740,70757,913961,2305884,913943,4.53,1.8
South America,Colombia,2021-03-16,50882884,3716,62176,976137,2309600,976119,4.54,1.92
South America,Colombia,2021-03-17,50882884,4554,48221,1024358,2314154,1024340,4.55,2.01
South America,Colombia,2021-03-18,50882884,5139,52138,1076496,2319293,1076478,4.56,2.12
South America,Colombia,2021-03-19,50882884,5133,55503,1131999,2324426,1131981,4.57,2.22
South America,Colombia,2021-03-20,50882884,6761,50099,1182098,2331187,1182080,4.58,2.32
South America,Colombia,2021-03-21,50882884,6043,32910,1215008,2337230,1214990,4.59,2.39
South America,Colombia,2021-03-22,50882884,5048,23251,1238259,2342278,1238241,4.6,2.43
South America,Colombia,2021-03-23,50882884,4946,61550,1299809,2347224,1299791,4.61,2.55
South America,Colombia,2021-03-24,50882884,5986,85694,1385503,2353210,1385485,4.62,2.72
South America,Colombia,2021-03-25,50882884,6732,90861,1476364,2359942,1476346,4.64,2.9
South America,Colombia,2021-03-26,50882884,7395,119924,1596288,2367337,1596270,4.65,3.14
South America,Colombia,2021-03-27,50882884,8254,130636,1726924,2375591,1726906,4.67,3.39
South America,Colombia,2021-03-28,50882884,7139,91937,1818861,2382730,1818843,4.68,3.57
South America,Colombia,2021-03-29,50882884,7049,146193,1965054,2389779,1965036,4.7,3.86
South America,Colombia,2021-03-30,50882884,7952,156476,2121530,2397731,2121512,4.71,4.17
South America,Colombia,2021-03-31,50882884,8646,121862,2243392,2406377,2243374,4.73,4.41
South America,Colombia,2021-04-01,50882884,11449,57498,2300890,2417826,2300872,4.75,4.52
South America,Colombia,2021-04-02,50882884,10222,35254,2336144,2428048,2336126,4.77,4.59
South America,Colombia,2021-04-03,50882884,9149,44905,2381049,2437197,2381031,4.79,4.68
South America,Colombia,2021-04-04,50882884,9022,27036,2408085,2446219,2408067,4.81,4.73
South America,Colombia,2021-04-05,50882884,10190,71586,2479671,2456409,2479653,4.83,4.87
South America,Colombia,2021-04-07,50882884,11381,,2691513,2479617,2479653,4.87,4.87
South America,Colombia,2021-04-08,50882884,12464,121315,2812828,2492081,2600968,4.9,5.11
South America,Colombia,2021-04-09,50882884,12125,133394,2946222,2504206,2734362,4.92,5.37
South America,Colombia,2021-04-10,50882884,14509,95127,3041349,2518715,2829489,4.95,5.56
South America,Colombia,2021-04-12,50882884,16739,,3173583,2552937,2829489,5.02,5.56
South America,Colombia,2021-04-13,50882884,16377,176643,3350226,2569314,3006132,5.05,5.91
South America,Colombia,2021-04-14,50882884,16487,104858,3455084,2585801,3110990,5.08,6.11
South America,Colombia,2021-04-16,50882884,16703,,3590096,2619422,3110990,5.15,6.11
South America,Colombia,2021-04-17,50882884,16654,117120,3707216,2636076,3228110,5.18,6.34
South America,Colombia,2021-04-18,50882884,16871,62283,3769499,2652947,3290393,5.21,6.47
South America,Colombia,2021-04-19,50882884,14189,97577,3867076,2667136,3387970,5.24,6.66
South America,Colombia,2021-04-20,50882884,16965,112499,3979575,2684101,3500469,5.28,6.88
South America,Colombia,2021-04-21,50882884,17212,151433,4131008,2701313,3651902,5.31,7.18
South America,Colombia,2021-04-22,50882884,19306,93651,4224659,2720619,3745553,5.35,7.36
South America,Colombia,2021-04-23,50882884,19925,93655,4318314,2740544,3839208,5.39,7.55
South America,Colombia,2021-04-24,50882884,16730,82301,4400615,2757274,3921509,5.42,7.71
South America,Colombia,2021-04-25,50882884,17190,50651,4451266,2774464,3972160,5.45,7.81
South America,Colombia,2021-04-27,50882884,17578,,4625373,2804881,3972160,5.51,7.81
South America,Colombia,2021-04-28,50882884,19745,89267,4714640,2824626,4061427,5.55,7.98
South America,Colombia,2021-04-29,50882884,17308,109438,4824078,2841934,4170865,5.59,8.2
Africa,Congo,2021-04-14,5518092,0,,14297,10084,,0.18,
North America,Costa Rica,2020-12-24,5094114,1048,,55,162990,,3.2,
North America,Costa Rica,2021-01-03,5094114,0,,2455,169321,,3.32,
North America,Costa Rica,2021-01-08,5094114,1207,,9751,177614,,3.49,
North America,Costa Rica,2021-01-15,5094114,945,,24859,184187,,3.62,
North America,Costa Rica,2021-01-18,5094114,1829,,29389,186016,,3.65,
North America,Costa Rica,2021-01-25,5094114,1437,,48128,190745,,3.74,
North America,Costa Rica,2021-02-01,5094114,1293,,57701,194569,,3.82,
North America,Costa Rica,2021-02-08,5094114,997,,75113,197435,,3.88,
North America,Costa Rica,2021-02-15,5094114,837,,96948,200024,,3.93,
North America,Costa Rica,2021-02-22,5094114,996,,101183,202674,,3.98,
North America,Costa Rica,2021-03-01,5094114,745,,149812,205086,,4.03,
North America,Costa Rica,2021-03-05,5094114,347,,193273,206640,,4.06,
North America,Costa Rica,2021-03-08,5094114,0,,204586,206640,,4.06,
North America,Costa Rica,2021-03-12,5094114,1261,,241724,209093,,4.1,
North America,Costa Rica,2021-03-15,5094114,0,,248082,209093,,4.1,
North America,Costa Rica,2021-03-22,5094114,0,,312425,211903,,4.16,
North America,Costa Rica,2021-03-24,5094114,0,,348037,213438,,4.19,
North America,Costa Rica,2021-03-29,5094114,0,,384355,215178,,4.22,
North America,Costa Rica,2021-04-06,5094114,3082,,504930,219846,,4.32,
North America,Costa Rica,2021-04-12,5094114,0,,586799,222544,,4.37,
North America,Costa Rica,2021-04-19,5094114,2260,,698327,230837,,4.53,
North America,Costa Rica,2021-04-26,5094114,2480,,818884,241240,,4.74,
Africa,Cote d'Ivoire,2021-03-06,26378275,523,,2058,34935,,0.13,
Africa,Cote d'Ivoire,2021-03-08,26378275,144,,2924,35331,,0.13,
Africa,Cote d'Ivoire,2021-03-09,26378275,146,1439,4363,35477,1439,0.13,0.01
Africa,Cote d'Ivoire,2021-03-10,26378275,551,4439,8802,36028,5878,0.14,0.02
Africa,Cote d'Ivoire,2021-03-14,26378275,349,,14937,37653,5878,0.14,0.02
Africa,Cote d'Ivoire,2021-03-15,26378275,255,244,15181,37908,6122,0.14,0.02
Africa,Cote d'Ivoire,2021-03-16,26378275,212,2267,17448,38120,8389,0.14,0.03
Africa,Cote d'Ivoire,2021-03-17,26378275,162,1665,19113,38282,10054,0.15,0.04
Africa,Cote d'Ivoire,2021-03-18,26378275,641,1653,20766,38923,11707,0.15,0.04
Africa,Cote d'Ivoire,2021-03-19,26378275,511,1677,22443,39434,13384,0.15,0.05
Africa,Cote d'Ivoire,2021-03-20,26378275,479,1728,24171,39913,15112,0.15,0.06
Africa,Cote d'Ivoire,2021-03-21,26378275,397,468,24639,40310,15580,0.15,0.06
Africa,Cote d'Ivoire,2021-03-22,26378275,291,89,24728,40601,15669,0.15,0.06
Africa,Cote d'Ivoire,2021-03-23,26378275,267,1351,26079,40868,17020,0.15,0.06
Africa,Cote d'Ivoire,2021-03-24,26378275,439,1807,27886,41307,18827,0.16,0.07
Africa,Cote d'Ivoire,2021-03-25,26378275,767,1649,29535,42074,20476,0.16,0.08
Africa,Cote d'Ivoire,2021-03-26,26378275,394,1569,31104,42468,22045,0.16,0.08
Africa,Cote d'Ivoire,2021-03-27,26378275,393,2291,33395,42861,24336,0.16,0.09
Africa,Cote d'Ivoire,2021-03-29,26378275,242,,34388,43422,24336,0.16,0.09
Africa,Cote d'Ivoire,2021-03-30,26378275,120,2979,37367,43542,27315,0.17,0.1
Africa,Cote d'Ivoire,2021-03-31,26378275,347,2786,40153,43889,30101,0.17,0.11
Africa,Cote d'Ivoire,2021-04-01,26378275,0,2572,42725,43889,32673,0.17,0.12
Africa,Cote d'Ivoire,2021-04-02,26378275,556,2522,45247,44445,35195,0.17,0.13
Africa,Cote d'Ivoire,2021-04-03,26378275,173,2721,47968,44618,37916,0.17,0.14
Africa,Cote d'Ivoire,2021-04-04,26378275,131,1674,49642,44749,39590,0.17,0.15
Africa,Cote d'Ivoire,2021-04-06,26378275,13,,49948,44854,39590,0.17,0.15
Africa,Cote d'Ivoire,2021-04-08,26378275,95,,53071,44975,39590,0.17,0.15
Africa,Cote d'Ivoire,2021-04-09,26378275,114,7752,60823,45089,47342,0.17,0.18
Africa,Cote d'Ivoire,2021-04-10,26378275,0,5673,66496,45089,53015,0.17,0.2
Africa,Cote d'Ivoire,2021-04-11,26378275,117,2347,68843,45206,55362,0.17,0.21
Africa,Cote d'Ivoire,2021-04-14,26378275,123,,83425,45388,55362,0.17,0.21
Africa,Cote d'Ivoire,2021-04-15,26378275,56,3842,87267,45444,59204,0.17,0.22
Africa,Cote d'Ivoire,2021-04-16,26378275,30,4634,91901,45474,63838,0.17,0.24
Africa,Cote d'Ivoire,2021-04-17,26378275,45,1639,93540,45519,65477,0.17,0.25
Africa,Cote d'Ivoire,2021-04-18,26378275,41,1278,94818,45560,66755,0.17,0.25
Africa,Cote d'Ivoire,2021-04-21,26378275,83,,105110,45697,66755,0.17,0.25
Africa,Cote d'Ivoire,2021-04-22,26378275,18,3967,109077,45715,70722,0.17,0.27
Africa,Cote d'Ivoire,2021-04-23,26378275,50,4147,113224,45765,74869,0.17,0.28
Africa,Cote d'Ivoire,2021-04-24,26378275,55,4003,117227,45820,78872,0.17,0.3
Africa,Cote d'Ivoire,2021-04-25,26378275,32,1648,118875,45852,80520,0.17,0.31
Africa,Cote d'Ivoire,2021-04-26,26378275,11,788,119663,45863,81308,0.17,0.31
Africa,Cote d'Ivoire,2021-04-27,26378275,22,6295,125958,45885,87603,0.17,0.33
Africa,Cote d'Ivoire,2021-04-28,26378275,58,6476,132434,45943,94079,0.17,0.36
Africa,Cote d'Ivoire,2021-04-29,26378275,55,7836,140270,45998,101915,0.17,0.39
Africa,Cote d'Ivoire,2021-04-30,26378275,38,8767,149037,46036,110682,0.17,0.42
Europe,Croatia,2020-12-30,4105268,1850,,7864,208446,,5.08,
Europe,Croatia,2021-01-03,4105268,696,,12285,212958,,5.19,
Europe,Croatia,2021-01-05,4105268,1071,,13798,214390,,5.22,
Europe,Croatia,2021-01-07,4105268,562,,20603,216848,,5.28,
Europe,Croatia,2021-01-08,4105268,1098,4382,24985,217946,4382,5.31,0.11
Europe,Croatia,2021-01-09,4105268,1401,5015,30000,219347,9397,5.34,0.23
Europe,Croatia,2021-01-13,4105268,1135,,34553,222117,9397,5.41,0.23
Europe,Croatia,2021-01-14,4105268,980,3447,38000,223097,12844,5.43,0.31
Europe,Croatia,2021-01-15,4105268,715,3532,41532,223812,16376,5.45,0.4
Europe,Croatia,2021-01-16,4105268,763,4374,45906,224575,20750,5.47,0.51
Europe,Croatia,2021-01-19,4105268,520,,54304,225648,20750,5.5,0.51
Europe,Croatia,2021-01-22,4105268,643,,64951,227969,20750,5.55,0.51
Europe,Croatia,2021-01-25,4105268,134,,69984,229054,20750,5.58,0.51
Europe,Croatia,2021-01-29,4105268,561,,80000,231539,20750,5.64,0.51
Europe,Croatia,2021-02-01,4105268,94,,83928,232520,20750,5.66,0.51
Europe,Croatia,2021-02-03,4105268,730,,87929,233637,20750,5.69,0.51
Europe,Croatia,2021-02-04,4105268,516,7576,95505,234153,28326,5.7,0.69
Europe,Croatia,2021-02-09,4105268,283,,102207,235756,28326,5.74,0.69
Europe,Croatia,2021-02-11,4105268,376,,112774,236709,28326,5.77,0.69
Europe,Croatia,2021-02-15,4105268,68,,120603,237725,28326,5.79,0.69
Europe,Croatia,2021-02-18,4105268,365,,142222,238866,28326,5.82,0.69
Europe,Croatia,2021-02-22,4105268,72,,166146,240017,28326,5.85,0.69
Europe,Croatia,2021-02-24,4105268,688,,184076,241048,28326,5.87,0.69
Europe,Croatia,2021-02-25,4105268,544,10191,194267,241592,38517,5.88,0.94
Europe,Croatia,2021-03-01,4105268,91,,213068,243064,38517,5.92,0.94
Europe,Croatia,2021-03-04,4105268,667,,242000,244872,38517,5.96,0.94
Europe,Croatia,2021-03-08,4105268,94,,265223,246608,38517,6.01,0.94
Europe,Croatia,2021-03-12,4105268,823,,300956,249661,38517,6.08,0.94
Europe,Croatia,2021-03-19,4105268,1112,,365082,255619,38517,6.23,0.94
Europe,Croatia,2021-03-22,4105268,150,,390657,257789,38517,6.28,0.94
Europe,Croatia,2021-03-26,4105268,1802,,416745,264111,38517,6.43,0.94
Europe,Croatia,2021-03-28,4105268,1321,,430396,267222,38517,6.51,0.94
Europe,Croatia,2021-03-31,4105268,2623,,476499,271632,38517,6.62,0.94
Europe,Croatia,2021-04-01,4105268,2422,21918,498417,274054,60435,6.68,1.47
Europe,Croatia,2021-04-02,4105268,2362,18695,517112,276416,79130,6.73,1.93
Europe,Croatia,2021-04-04,4105268,1376,,524371,280026,79130,6.82,1.93
Europe,Croatia,2021-04-06,4105268,735,,526414,280899,79130,6.84,1.93
Europe,Croatia,2021-04-07,4105268,1649,6995,533409,282548,86125,6.88,2.1
Europe,Croatia,2021-04-08,4105268,3217,10027,543436,285765,96152,6.96,2.34
Europe,Croatia,2021-04-09,4105268,2599,22349,565785,288364,118501,7.02,2.89
Europe,Croatia,2021-04-10,4105268,2535,18146,583931,290899,136647,7.09,3.33
Europe,Croatia,2021-04-11,4105268,1617,4252,588183,292516,140899,7.13,3.43
Europe,Croatia,2021-04-12,4105268,422,7186,595369,292938,148085,7.14,3.61
Europe,Croatia,2021-04-13,4105268,1936,10054,605423,294874,158139,7.18,3.85
Europe,Croatia,2021-04-14,4105268,3099,12093,617516,297973,170232,7.26,4.15
Europe,Croatia,2021-04-15,4105268,2927,26318,643834,300900,196550,7.33,4.79
Europe,Croatia,2021-04-16,4105268,2698,28005,671839,303598,224555,7.4,5.47
Europe,Croatia,2021-04-17,4105268,2627,19426,691265,306225,243981,7.46,5.94
Europe,Croatia,2021-04-18,4105268,1565,2265,693530,307790,246246,7.5,6.0
Europe,Croatia,2021-04-19,4105268,410,4502,698032,308200,250748,7.51,6.11
Europe,Croatia,2021-04-20,4105268,2106,10928,708960,310306,261676,7.56,6.37
Europe,Croatia,2021-04-21,4105268,3117,17355,726315,313423,279031,7.63,6.8
Europe,Croatia,2021-04-22,4105268,2885,20563,746878,316308,299594,7.7,7.3
Europe,Croatia,2021-04-23,4105268,2529,23343,770221,318837,322937,7.77,7.87
Europe,Croatia,2021-04-24,4105268,2535,15648,785869,321372,338585,7.83,8.25
Europe,Croatia,2021-04-25,4105268,1254,9728,795597,322626,348313,7.86,8.48
Europe,Croatia,2021-04-26,4105268,410,3120,798717,323036,351433,7.87,8.56
Europe,Croatia,2021-04-27,4105268,1797,14267,812984,324833,365700,7.91,8.91
Europe,Croatia,2021-04-28,4105268,2904,12855,825839,327737,378555,7.98,9.22
Europe,Croatia,2021-04-29,4105268,2439,46887,872726,330176,425442,8.04,10.36
North America,Curacao,2021-03-29,164100,,,19609,,,,
North America,Curacao,2021-03-30,164100,,876,20485,,876,,0.53
North America,Curacao,2021-04-01,164100,,,22339,,876,,0.53
North America,Curacao,2021-04-05,164100,,,28137,,876,,0.53
North America,Curacao,2021-04-06,164100,,2069,30206,,2945,,1.79
North America,Curacao,2021-04-07,164100,,2124,32330,,5069,,3.09
North America,Curacao,2021-04-08,164100,,1800,34130,,6869,,4.19
North America,Curacao,2021-04-09,164100,,2736,36866,,9605,,5.85
North America,Curacao,2021-04-10,164100,,3782,40648,,13387,,8.16
North America,Curacao,2021-04-13,164100,,,49926,,13387,,8.16
North America,Curacao,2021-04-14,164100,,3593,53519,,16980,,10.35
North America,Curacao,2021-04-15,164100,,4656,58175,,21636,,13.18
North America,Curacao,2021-04-16,164100,,2856,61031,,24492,,14.93
North America,Curacao,2021-04-17,164100,,3416,64447,,27908,,17.01
North America,Curacao,2021-04-19,164100,,,68760,,27908,,17.01
North America,Curacao,2021-04-20,164100,,3213,71973,,31121,,18.96
North America,Curacao,2021-04-21,164100,,2866,74839,,33987,,20.71
North America,Curacao,2021-04-22,164100,,2848,77687,,36835,,22.45
North America,Curacao,2021-04-23,164100,,2669,80356,,39504,,24.07
North America,Curacao,2021-04-24,164100,,3660,84016,,43164,,26.3
North America,Curacao,2021-04-25,164100,,700,84716,,43864,,26.73
North America,Curacao,2021-04-26,164100,,2065,86781,,45929,,27.99
North America,Curacao,2021-04-27,164100,,2412,89193,,48341,,29.46
North America,Curacao,2021-04-28,164100,,553,89746,,48894,,29.8
North America,Curacao,2021-04-29,164100,,4173,93919,,53067,,32.34
North America,Curacao,2021-04-30,164100,,1774,95693,,54841,,33.42
Europe,Cyprus,2021-01-06,875899,573,,3901,25781,,2.94,
Europe,Cyprus,2021-01-10,875899,339,,6035,27350,,3.12,
Europe,Cyprus,2021-01-16,875899,202,,10226,28811,,3.29,
Europe,Cyprus,2021-01-23,875899,129,,17739,29887,,3.41,
Europe,Cyprus,2021-01-30,875899,113,,25519,30770,,3.51,
Europe,Cyprus,2021-02-06,875899,132,,32837,31644,,3.61,
Europe,Cyprus,2021-02-13,875899,102,,44429,32390,,3.7,
Europe,Cyprus,2021-02-20,875899,107,,56791,33153,,3.79,
Europe,Cyprus,2021-02-23,875899,176,,64562,33567,,3.83,
Europe,Cyprus,2021-02-26,875899,272,,76176,34181,,3.9,
Europe,Cyprus,2021-03-07,875899,303,,99275,36878,,4.21,
Europe,Cyprus,2021-03-20,875899,407,,129438,41882,,4.78,
Europe,Cyprus,2021-04-03,875899,404,,161526,47282,,5.4,
Europe,Cyprus,2021-04-07,875899,529,,174626,49366,,5.64,
Europe,Cyprus,2021-04-09,875899,601,,183225,50589,,5.78,
Europe,Cyprus,2021-04-16,875899,677,,202441,54621,,6.24,
Europe,Cyprus,2021-04-19,875899,822,,214675,57081,,6.52,
Europe,Cyprus,2021-04-20,875899,941,4979,219654,58022,4979,6.62,0.57
Europe,Cyprus,2021-04-21,875899,843,4698,224352,58865,9677,6.72,1.1
Europe,Cyprus,2021-04-23,875899,889,,236265,60681,9677,6.93,1.1
Europe,Czechia,2020-12-27,10708982,3030,,1250,670599,,6.26,
Europe,Czechia,2020-12-28,10708982,3741,2296,3546,674340,2296,6.3,0.02
Europe,Czechia,2020-12-29,10708982,10862,3444,6990,685202,5740,6.4,0.05
Europe,Czechia,2020-12-30,10708982,16420,3475,10465,701622,9215,6.55,0.09
Europe,Czechia,2020-12-31,10708982,17039,1306,11771,718661,10521,6.71,0.1
Europe,Czechia,2021-01-01,10708982,13361,260,12031,732022,10781,6.84,0.1
Europe,Czechia,2021-01-02,10708982,3447,1266,13297,735469,12047,6.87,0.11
Europe,Czechia,2021-01-03,10708982,5012,914,14211,740481,12961,6.91,0.12
Europe,Czechia,2021-01-04,10708982,6233,3566,17777,746714,16527,6.97,0.15
Europe,Czechia,2021-01-05,10708982,12921,4495,22272,759635,21022,7.09,0.2
Europe,Czechia,2021-01-06,10708982,17332,5816,28088,776967,26838,7.26,0.25
Europe,Czechia,2021-01-07,10708982,17773,7938,36026,794740,34776,7.42,0.32
Europe,Czechia,2021-01-08,10708982,14861,9928,45954,809601,44704,7.56,0.42
Europe,Czechia,2021-01-09,10708982,13115,2012,47966,822716,46716,7.68,0.44
Europe,Czechia,2021-01-10,10708982,8449,1724,49690,831165,48440,7.76,0.45
Europe,Czechia,2021-01-11,10708982,4289,9786,59476,835454,58226,7.8,0.54
Europe,Czechia,2021-01-12,10708982,9345,13348,72824,844799,71574,7.89,0.67
Europe,Czechia,2021-01-13,10708982,10801,13465,86289,855600,85039,7.99,0.79
Europe,Czechia,2021-01-14,10708982,10922,15157,101446,866522,100196,8.09,0.94
Europe,Czechia,2021-01-15,10708982,8083,13921,115367,874605,114117,8.17,1.07
Europe,Czechia,2021-01-16,10708982,9301,3374,118741,883906,117491,8.25,1.1
Europe,Czechia,2021-01-17,10708982,5253,3226,121967,889159,120717,8.3,1.13
Europe,Czechia,2021-01-18,10708982,2693,14179,136146,891852,134896,8.33,1.26
Europe,Czechia,2021-01-19,10708982,7651,15197,151343,899503,150093,8.4,1.4
Europe,Czechia,2021-01-20,10708982,9628,16161,167504,909131,166254,8.49,1.55
Europe,Czechia,2021-01-21,10708982,8228,17257,184761,917359,183511,8.57,1.71
Europe,Czechia,2021-01-22,10708982,7488,15763,200524,924847,199274,8.64,1.86
Europe,Czechia,2021-01-23,10708982,8514,4138,204662,933361,203412,8.72,1.9
Europe,Czechia,2021-01-24,10708982,4256,3104,207766,937617,206516,8.76,1.93
Europe,Czechia,2021-01-25,10708982,2387,12539,220305,940004,219055,8.78,2.05
Europe,Czechia,2021-01-26,10708982,6942,14447,234752,946946,233502,8.84,2.18
Europe,Czechia,2021-01-27,10708982,9209,13467,248219,956155,246969,8.93,2.31
Europe,Czechia,2021-01-28,10708982,8505,13107,261326,964660,260076,9.01,2.43
Europe,Czechia,2021-01-29,10708982,7982,13969,275295,972642,274045,9.08,2.56
Europe,Czechia,2021-01-30,10708982,8072,1798,277093,980714,275843,9.16,2.58
Europe,Czechia,2021-01-31,10708982,4060,1843,278936,984774,277686,9.2,2.59
Europe,Czechia,2021-02-01,10708982,2555,11806,290742,987329,289492,9.22,2.7
Europe,Czechia,2021-02-02,10708982,7185,14272,305014,994514,303764,9.29,2.84
Europe,Czechia,2021-02-03,10708982,9143,15319,320333,1003657,319083,9.37,2.98
Europe,Czechia,2021-02-04,10708982,9695,17763,338096,1013352,336846,9.46,3.15
Europe,Czechia,2021-02-05,10708982,8125,16033,354129,1021477,352879,9.54,3.3
Europe,Czechia,2021-02-06,10708982,8635,3166,357295,1030112,356045,9.62,3.32
Europe,Czechia,2021-02-07,10708982,4863,3314,360609,1034975,359359,9.66,3.36
Europe,Czechia,2021-02-08,10708982,2430,15329,375938,1037405,374688,9.69,3.5
Europe,Czechia,2021-02-09,10708982,7727,16872,392810,1045132,391560,9.76,3.66
Europe,Czechia,2021-02-10,10708982,10283,18602,411412,1055415,410162,9.86,3.83
Europe,Czechia,2021-02-11,10708982,9537,22333,433745,1064952,432495,9.94,4.04
Europe,Czechia,2021-02-12,10708982,9014,21305,455050,1073966,453800,10.03,4.24
Europe,Czechia,2021-02-13,10708982,8883,4525,459575,1082849,458325,10.11,4.28
Europe,Czechia,2021-02-14,10708982,5160,2353,461928,1088009,460678,10.16,4.3
Europe,Czechia,2021-02-15,10708982,2851,15631,477559,1090860,476309,10.19,4.45
Europe,Czechia,2021-02-16,10708982,8794,17586,495145,1099654,493895,10.27,4.61
Europe,Czechia,2021-02-17,10708982,12668,17820,512965,1112322,511715,10.39,4.78
Europe,Czechia,2021-02-18,10708982,10930,20208,533173,1123252,531923,10.49,4.97
Europe,Czechia,2021-02-19,10708982,11705,18959,552132,1134957,550882,10.6,5.14
Europe,Czechia,2021-02-20,10708982,11364,3076,555208,1146321,553958,10.7,5.17
Europe,Czechia,2021-02-21,10708982,6838,2026,557234,1153159,555984,10.77,5.19
Europe,Czechia,2021-02-22,10708982,4021,16035,573269,1157180,572019,10.81,5.34
Europe,Czechia,2021-02-23,10708982,11311,19721,592990,1168491,591740,10.91,5.53
Europe,Czechia,2021-02-24,10708982,15861,19744,612734,1184352,611484,11.06,5.71
Europe,Czechia,2021-02-25,10708982,13816,23355,636089,1198168,634839,11.19,5.93
Europe,Czechia,2021-02-26,10708982,14612,21320,657409,1212780,656159,11.32,6.13
Europe,Czechia,2021-02-27,10708982,14815,3475,660884,1227595,659634,11.46,6.16
Europe,Czechia,2021-02-28,10708982,7885,2867,663751,1235480,662501,11.54,6.19
Europe,Czechia,2021-03-01,10708982,4571,22645,686396,1240051,685146,11.58,6.4
Europe,Czechia,2021-03-02,10708982,12191,30294,716690,1252242,715440,11.69,6.68
Europe,Czechia,2021-03-03,10708982,16816,34796,751486,1269058,750236,11.85,7.01
Europe,Czechia,2021-03-04,10708982,15230,37425,788911,1284288,787661,11.99,7.36
Europe,Czechia,2021-03-05,10708982,14714,33783,822694,1299002,821444,12.13,7.67
Europe,Czechia,2021-03-06,10708982,13162,12780,835474,1312164,834224,12.25,7.79
Europe,Czechia,2021-03-07,10708982,9167,12174,847648,1321331,846398,12.34,7.9
Europe,Czechia,2021-03-08,10708982,3960,34239,881887,1325291,880637,12.38,8.22
Europe,Czechia,2021-03-09,10708982,10524,42197,924084,1335815,922834,12.47,8.62
