continent,location,date,population,new_cases,new_vaccinations,total_vaccinations,RollingPeopleInfected,RollingPeopleVaccinated,percent_infected,percent_vaccinated
South America,Suriname,2021-03-27,586634,7,2394,22377,9095,7326,1.55,1.25
South America,Suriname,2021-03-28,586634,2,927,23304,9097,8253,1.55,1.41
South America,Suriname,2021-03-30,586634,5,,24528,9109,8253,1.55,1.41
South America,Suriname,2021-03-31,586634,13,1529,26057,9122,9782,1.55,1.67
South America,Suriname,2021-04-02,586634,8,,27760,9130,9782,1.56,1.67
South America,Suriname,2021-04-07,586634,16,,30037,9200,9782,1.57,1.67
South America,Suriname,2021-04-09,586634,11,,32614,9265,9782,1.58,1.67
South America,Suriname,2021-04-12,586634,14,,33038,9316,9782,1.59,1.67
South America,Suriname,2021-04-13,586634,47,602,33640,9363,10384,1.6,1.77
South America,Suriname,2021-04-16,586634,38,,34630,9496,10384,1.62,1.77
South America,Suriname,2021-04-21,586634,104,,35424,9791,10384,1.67,1.77
South America,Suriname,2021-04-22,586634,74,353,35777,9865,10737,1.68,1.83
South America,Suriname,2021-04-24,586634,64,,36503,9996,10737,1.7,1.83
South America,Suriname,2021-04-27,586634,76,,37158,10157,10737,1.73,1.83
South America,Suriname,2021-04-28,586634,61,1193,38351,10218,11930,1.74,2.03
Europe,Sweden,2020-12-27,10099270,0,,2252,396048,,3.92,
Europe,Sweden,2021-01-03,10099270,0,,15719,437379,,4.33,
Europe,Sweden,2021-01-10,10099270,0,,50745,489471,,4.85,
Europe,Sweden,2021-01-17,10099270,0,,128561,523486,,5.18,
Europe,Sweden,2021-01-24,10099270,0,,241186,547166,,5.42,
Europe,Sweden,2021-01-31,10099270,0,,329951,566957,,5.61,
Europe,Sweden,2021-02-07,10099270,0,,428801,588062,,5.82,
Europe,Sweden,2021-02-14,10099270,0,,543680,608411,,6.02,
Europe,Sweden,2021-02-21,10099270,0,,693505,631166,,6.25,
Europe,Sweden,2021-02-28,10099270,0,,845199,657309,,6.51,
Europe,Sweden,2021-03-07,10099270,0,,1026775,684961,,6.78,
Europe,Sweden,2021-03-14,10099270,0,,1242499,712527,,7.06,
Europe,Sweden,2021-03-21,10099270,0,,1414218,744272,,7.37,
Europe,Sweden,2021-03-28,10099270,0,,1608610,780018,,7.72,
Europe,Sweden,2021-04-04,10099270,0,,1846768,813191,,8.05,
Europe,Sweden,2021-04-18,10099270,0,,2637775,900138,,8.91,
Europe,Sweden,2021-04-23,10099270,6267,,2796778,938343,,9.29,
Europe,Sweden,2021-04-27,10099270,14911,,3019266,953254,,9.44,
Europe,Sweden,2021-04-28,10099270,7266,44419,3063685,960520,44419,9.51,0.44
Europe,Sweden,2021-04-29,10099270,7158,79249,3142934,967678,123668,9.58,1.22
Europe,Sweden,2021-04-30,10099270,5926,123960,3266894,973604,247628,9.64,2.45
Europe,Switzerland,2021-01-24,8654618,0,,197739,509279,,5.88,
Europe,Switzerland,2021-01-25,8654618,4320,10630,208369,513599,10630,5.93,0.12
Europe,Switzerland,2021-01-26,8654618,1884,11821,220190,515483,22451,5.96,0.26
Europe,Switzerland,2021-01-27,8654618,2222,39216,259406,517705,61667,5.98,0.71
Europe,Switzerland,2021-01-28,8654618,1699,12804,272210,519404,74471,6.0,0.86
Europe,Switzerland,2021-01-29,8654618,1916,11363,283573,521320,85834,6.02,0.99
Europe,Switzerland,2021-01-30,8654618,0,2241,285814,521320,88075,6.02,1.02
Europe,Switzerland,2021-01-31,8654618,0,27930,313744,521320,116005,6.02,1.34
Europe,Switzerland,2021-02-01,8654618,3775,9273,323017,525095,125278,6.07,1.45
Europe,Switzerland,2021-02-02,8654618,1633,10747,333764,526728,136025,6.09,1.57
Europe,Switzerland,2021-02-03,8654618,1796,36987,370751,528524,173012,6.11,2.0
Europe,Switzerland,2021-02-04,8654618,1765,12754,383505,530289,185766,6.13,2.15
Europe,Switzerland,2021-02-05,8654618,1584,12204,395709,531873,197970,6.15,2.29
Europe,Switzerland,2021-02-06,8654618,0,2089,397798,531873,200059,6.15,2.31
Europe,Switzerland,2021-02-07,8654618,0,15840,413638,531873,215899,6.15,2.49
Europe,Switzerland,2021-02-08,8654618,3280,12934,426572,535153,228833,6.18,2.64
Europe,Switzerland,2021-02-09,8654618,1363,14577,441149,536516,243410,6.2,2.81
Europe,Switzerland,2021-02-10,8654618,1602,40287,481436,538118,283697,6.22,3.28
Europe,Switzerland,2021-02-11,8654618,1356,15123,496559,539474,298820,6.23,3.45
Europe,Switzerland,2021-02-12,8654618,1253,15859,512418,540727,314679,6.25,3.64
Europe,Switzerland,2021-02-13,8654618,0,3739,516157,540727,318418,6.25,3.68
Europe,Switzerland,2021-02-14,8654618,0,26128,542285,540727,344546,6.25,3.98
Europe,Switzerland,2021-02-15,8654618,2480,13467,555752,543207,358013,6.28,4.14
Europe,Switzerland,2021-02-16,8654618,1075,16113,571865,544282,374126,6.29,4.32
Europe,Switzerland,2021-02-17,8654618,1253,40005,611870,545535,414131,6.3,4.79
Europe,Switzerland,2021-02-18,8654618,1219,17038,628908,546754,431169,6.32,4.98
Europe,Switzerland,2021-02-19,8654618,1021,14296,643204,547775,445465,6.33,5.15
Europe,Switzerland,2021-02-20,8654618,0,2828,646032,547775,448293,6.33,5.18
Europe,Switzerland,2021-02-21,8654618,0,28012,674044,547775,476305,6.33,5.5
Europe,Switzerland,2021-02-22,8654618,2449,12656,686700,550224,488961,6.36,5.65
Europe,Switzerland,2021-02-23,8654618,1131,15102,701802,551355,504063,6.37,5.82
Europe,Switzerland,2021-02-24,8654618,1343,46818,748620,552698,550881,6.39,6.37
Europe,Switzerland,2021-02-25,8654618,1169,14379,762999,553867,565260,6.4,6.53
Europe,Switzerland,2021-02-26,8654618,1065,12973,775972,554932,578233,6.41,6.68
Europe,Switzerland,2021-02-27,8654618,0,2340,778312,554932,580573,6.41,6.71
Europe,Switzerland,2021-02-28,8654618,0,29292,807604,554932,609865,6.41,7.05
Europe,Switzerland,2021-03-01,8654618,2560,14563,822167,557492,624428,6.44,7.21
Europe,Switzerland,2021-03-02,8654618,1130,14689,836856,558622,639117,6.45,7.38
Europe,Switzerland,2021-03-03,8654618,1223,48344,885200,559845,687461,6.47,7.94
Europe,Switzerland,2021-03-04,8654618,1223,17684,902884,561068,705145,6.48,8.15
Europe,Switzerland,2021-03-05,8654618,1222,14598,917482,562290,719743,6.5,8.32
Europe,Switzerland,2021-03-06,8654618,0,2520,920002,562290,722263,6.5,8.35
Europe,Switzerland,2021-03-07,8654618,0,31921,951923,562290,754184,6.5,8.71
Europe,Switzerland,2021-03-08,8654618,2744,14089,966012,565034,768273,6.53,8.88
Europe,Switzerland,2021-03-09,8654618,1378,15849,981861,566412,784122,6.54,9.06
Europe,Switzerland,2021-03-10,8654618,1491,56839,1038700,567903,840961,6.56,9.72
Europe,Switzerland,2021-03-11,8654618,1409,16353,1055053,569312,857314,6.58,9.91
Europe,Switzerland,2021-03-12,8654618,1333,15376,1070429,570645,872690,6.59,10.08
Europe,Switzerland,2021-03-13,8654618,0,2604,1073033,570645,875294,6.59,10.11
Europe,Switzerland,2021-03-14,8654618,0,29014,1102047,570645,904308,6.59,10.45
Europe,Switzerland,2021-03-15,8654618,3170,14757,1116804,573815,919065,6.63,10.62
Europe,Switzerland,2021-03-16,8654618,1438,16815,1133619,575253,935880,6.65,10.81
Europe,Switzerland,2021-03-17,8654618,1858,47008,1180627,577111,982888,6.67,11.36
Europe,Switzerland,2021-03-18,8654618,1750,18293,1198920,578861,1001181,6.69,11.57
Europe,Switzerland,2021-03-19,8654618,1748,15819,1214739,580609,1017000,6.71,11.75
Europe,Switzerland,2021-03-20,8654618,0,1680,1216419,580609,1018680,6.71,11.77
Europe,Switzerland,2021-03-21,8654618,0,34977,1251396,580609,1053657,6.71,12.17
Europe,Switzerland,2021-03-22,8654618,3643,16389,1267785,584252,1070046,6.75,12.36
Europe,Switzerland,2021-03-23,8654618,1844,19467,1287252,586096,1089513,6.77,12.59
Europe,Switzerland,2021-03-24,8654618,2022,57659,1344911,588118,1147172,6.8,13.26
Europe,Switzerland,2021-03-25,8654618,2046,23511,1368422,590164,1170683,6.82,13.53
Europe,Switzerland,2021-03-26,8654618,2053,20672,1389094,592217,1191355,6.84,13.77
Europe,Switzerland,2021-03-27,8654618,0,2514,1391608,592217,1193869,6.84,13.79
Europe,Switzerland,2021-03-28,8654618,0,41974,1433582,592217,1235843,6.84,14.28
Europe,Switzerland,2021-03-29,8654618,4573,21157,1454739,596790,1257000,6.9,14.52
Europe,Switzerland,2021-03-30,8654618,1923,23804,1478543,598713,1280804,6.92,14.8
Europe,Switzerland,2021-03-31,8654618,2411,60189,1538732,601124,1340993,6.95,15.49
Europe,Switzerland,2021-04-01,8654618,1968,25215,1563947,603092,1366208,6.97,15.79
Europe,Switzerland,2021-04-02,8654618,2250,6671,1570618,605342,1372879,6.99,15.86
Europe,Switzerland,2021-04-03,8654618,0,2787,1573405,605342,1375666,6.99,15.9
Europe,Switzerland,2021-04-04,8654618,0,27247,1600652,605342,1402913,6.99,16.21
Europe,Switzerland,2021-04-05,8654618,0,3998,1604650,605342,1406911,6.99,16.26
Europe,Switzerland,2021-04-06,8654618,4932,22241,1626891,610274,1429152,7.05,16.51
Europe,Switzerland,2021-04-07,8654618,2301,62812,1689703,612575,1491964,7.08,17.24
Europe,Switzerland,2021-04-08,8654618,2449,26003,1715706,615024,1517967,7.11,17.54
Europe,Switzerland,2021-04-09,8654618,2519,25975,1741681,617543,1543942,7.14,17.84
Europe,Switzerland,2021-04-10,8654618,0,5391,1747072,617543,1549333,7.14,17.9
Europe,Switzerland,2021-04-11,8654618,0,60420,1807492,617543,1609753,7.14,18.6
Europe,Switzerland,2021-04-12,8654618,5583,26858,1834350,623126,1636611,7.2,18.91
Europe,Switzerland,2021-04-13,8654618,2241,30350,1864700,625367,1666961,7.23,19.26
Europe,Switzerland,2021-04-14,8654618,2601,94649,1959349,627968,1761610,7.26,20.35
Europe,Switzerland,2021-04-15,8654618,2226,30239,1989588,630194,1791849,7.28,20.7
Europe,Switzerland,2021-04-16,8654618,2205,29273,2018861,632399,1821122,7.31,21.04
Europe,Switzerland,2021-04-17,8654618,0,7516,2026377,632399,1828638,7.31,21.13
Europe,Switzerland,2021-04-18,8654618,0,66836,2093213,632399,1895474,7.31,21.9
Europe,Switzerland,2021-04-19,8654618,4905,30773,2123986,637304,1926247,7.36,22.26
Europe,Switzerland,2021-04-20,8654618,2141,36400,2160386,639445,1962647,7.39,22.68
Europe,Switzerland,2021-04-21,8654618,2686,113250,2273636,642131,2075897,7.42,23.99
Europe,Switzerland,2021-04-22,8654618,2265,40589,2314225,644396,2116486,7.45,24.45
Europe,Switzerland,2021-04-23,8654618,2113,37638,2351863,646509,2154124,7.47,24.89
Europe,Switzerland,2021-04-24,8654618,0,15845,2367708,646509,2169969,7.47,25.07
Europe,Switzerland,2021-04-25,8654618,0,64702,2432410,646509,2234671,7.47,25.82
Europe,Switzerland,2021-04-26,8654618,5313,34406,2466816,651822,2269077,7.53,26.22
Europe,Switzerland,2021-04-27,8654618,2135,41870,2508686,653957,2310947,7.56,26.7
Europe,Switzerland,2021-04-28,8654618,2120,121157,2629843,656077,2432104,7.58,28.1
Asia,Syria,2021-04-08,17500657,122,,2500,19883,,0.11,
Asia,Taiwan,2021-03-22,23816775,0,1578,1578,1005,1578,0.0,0.01
Asia,Taiwan,2021-03-23,23816775,1,1640,3218,1006,3218,0.0,0.01
Asia,Taiwan,2021-03-24,23816775,2,1951,5169,1008,5169,0.0,0.02
Asia,Taiwan,2021-03-25,23816775,3,1884,7053,1011,7053,0.0,0.03
Asia,Taiwan,2021-03-26,23816775,1,2179,9232,1012,9232,0.0,0.04
Asia,Taiwan,2021-03-27,23816775,7,145,9377,1019,9377,0.0,0.04
Asia,Taiwan,2021-03-28,23816775,2,35,9412,1021,9412,0.0,0.04
Asia,Taiwan,2021-03-29,23816775,1,1479,10891,1022,10891,0.0,0.05
Asia,Taiwan,2021-03-30,23816775,1,1757,12648,1023,12648,0.0,0.05
Asia,Taiwan,2021-03-31,23816775,6,1752,14400,1029,14400,0.0,0.06
Asia,Taiwan,2021-04-01,23816775,6,2050,16450,1035,16450,0.0,0.07
Asia,Taiwan,2021-04-02,23816775,3,606,17056,1038,17056,0.0,0.07
Asia,Taiwan,2021-04-03,23816775,6,22,17078,1044,17078,0.0,0.07
Asia,Taiwan,2021-04-04,23816775,2,0,17078,1046,17078,0.0,0.07
Asia,Taiwan,2021-04-05,23816775,1,167,17245,1047,17245,0.0,0.07
Asia,Taiwan,2021-04-06,23816775,2,1412,18657,1049,18657,0.0,0.08
Asia,Taiwan,2021-04-07,23816775,0,1418,20075,1049,20075,0.0,0.08
Asia,Taiwan,2021-04-08,23816775,0,1798,21873,1049,21873,0.0,0.09
Asia,Taiwan,2021-04-09,23816775,4,2577,24450,1053,24450,0.0,0.1
Asia,Taiwan,2021-04-10,23816775,2,208,24658,1055,24658,0.0,0.1
Asia,Taiwan,2021-04-11,23816775,1,43,24701,1056,24701,0.0,0.1
Asia,Taiwan,2021-04-12,23816775,1,1181,25882,1057,25882,0.0,0.11
Asia,Taiwan,2021-04-13,23816775,4,1231,27113,1061,27113,0.0,0.11
Asia,Taiwan,2021-04-14,23816775,5,1384,28497,1066,28497,0.0,0.12
Asia,Taiwan,2021-04-15,23816775,1,1542,30039,1067,30039,0.0,0.13
Asia,Taiwan,2021-04-16,23816775,2,2350,32389,1069,32389,0.0,0.14
Asia,Taiwan,2021-04-17,23816775,2,61,32450,1071,32450,0.0,0.14
Asia,Taiwan,2021-04-20,23816775,2,,34197,1077,32450,0.0,0.14
Asia,Taiwan,2021-04-21,23816775,4,2534,36731,1081,34984,0.0,0.15
Asia,Taiwan,2021-04-22,23816775,4,2490,39221,1085,37474,0.0,0.16
Asia,Taiwan,2021-04-23,23816775,4,3302,42523,1089,40776,0.0,0.17
Asia,Taiwan,2021-04-24,23816775,7,149,42672,1096,40925,0.0,0.17
Asia,Taiwan,2021-04-26,23816775,4,,45387,1103,40925,0.0,0.17
Asia,Taiwan,2021-04-27,23816775,6,2793,48180,1109,43718,0.0,0.18
Asia,Taiwan,2021-04-28,23816775,6,2653,50833,1115,46371,0.0,0.19
Asia,Taiwan,2021-04-29,23816775,5,3356,54189,1120,49727,0.0,0.21
Asia,Taiwan,2021-04-30,23816775,7,3695,57884,1127,53422,0.0,0.22
Asia,Thailand,2021-03-01,69799978,0,,319,26027,,0.04,
Asia,Thailand,2021-03-02,69799978,42,6943,7262,26069,6943,0.04,0.01
Asia,Thailand,2021-03-10,69799978,39,,33621,26536,6943,0.04,0.01
Asia,Thailand,2021-03-13,69799978,78,,53842,26753,6943,0.04,0.01
Asia,Thailand,2021-03-24,69799978,97,,102050,28439,6943,0.04,0.01
Asia,Thailand,2021-03-30,69799978,48,,180477,28817,6943,0.04,0.01
Asia,Thailand,2021-04-01,69799978,26,,204642,28885,6943,0.04,0.01
Asia,Thailand,2021-04-02,69799978,58,27240,231882,28943,34183,0.04,0.05
Asia,Thailand,2021-04-03,69799978,84,12372,244254,29027,46555,0.04,0.07
Asia,Thailand,2021-04-04,69799978,96,13230,257484,29123,59785,0.04,0.09
Asia,Thailand,2021-04-05,69799978,194,37397,294881,29317,97182,0.04,0.14
Asia,Thailand,2021-04-06,69799978,250,29108,323989,29567,126290,0.04,0.18
Asia,Thailand,2021-04-07,69799978,334,67763,391752,29901,194053,0.04,0.28
Asia,Thailand,2021-04-08,69799978,405,74622,466374,30306,268675,0.04,0.38
Asia,Thailand,2021-04-09,69799978,559,71006,537380,30865,339681,0.04,0.49
Asia,Thailand,2021-04-10,69799978,789,18016,555396,31654,357697,0.05,0.51
Asia,Thailand,2021-04-11,69799978,967,14656,570052,32621,372353,0.05,0.53
Asia,Thailand,2021-04-12,69799978,985,8480,578532,33606,380833,0.05,0.55
Asia,Thailand,2021-04-13,69799978,965,773,579305,34571,381606,0.05,0.55
Asia,Thailand,2021-04-15,69799978,1543,,586032,37449,381606,0.05,0.55
Asia,Thailand,2021-04-16,69799978,1585,19227,605259,39034,400833,0.06,0.57
Asia,Thailand,2021-04-17,69799978,1547,3262,608521,40581,404095,0.06,0.58
Asia,Thailand,2021-04-18,69799978,1767,10062,618583,42348,414157,0.06,0.59
Asia,Thailand,2021-04-19,69799978,1390,47627,666210,43738,461784,0.06,0.66
Asia,Thailand,2021-04-20,69799978,1443,46400,712610,45181,508184,0.06,0.73
Asia,Thailand,2021-04-21,69799978,1458,152230,864840,46639,660414,0.07,0.95
Asia,Thailand,2021-04-22,69799978,1470,99985,964825,48109,760399,0.07,1.09
Asia,Thailand,2021-04-23,69799978,2070,130620,1095445,50179,891019,0.07,1.28
Asia,Thailand,2021-04-24,69799978,2839,28708,1124153,53018,919727,0.08,1.32
Asia,Thailand,2021-04-25,69799978,2438,25513,1149666,55456,945240,0.08,1.35
Asia,Thailand,2021-04-26,69799978,2048,77366,1227032,57504,1022606,0.08,1.47
Asia,Thailand,2021-04-27,69799978,2180,52681,1279713,59684,1075287,0.09,1.54
Asia,Thailand,2021-04-28,69799978,2011,64933,1344646,61695,1140220,0.09,1.63
Asia,Thailand,2021-04-29,69799978,1871,66968,1411614,63566,1207188,0.09,1.73
Asia,Thailand,2021-04-30,69799978,1583,65464,1477078,65149,1272652,0.09,1.82
Asia,Timor,2021-04-14,1318442,29,,2629,1103,,0.08,
Africa,Togo,2021-03-24,8278737,0,,42092,9147,,0.11,
Africa,Togo,2021-04-08,8278737,148,,82753,11649,,0.14,
Africa,Togo,2021-04-13,8278737,0,,100000,12034,,0.15,
Africa,Togo,2021-04-17,8278737,105,,160000,12496,,0.15,
Oceania,Tonga,2021-04-16,105697,,,500,,,,
Oceania,Tonga,2021-04-26,105697,,,5367,,,,
North America,Trinidad and Tobago,2021-02-22,1399491,2,,440,7682,,0.55,
North America,Trinidad and Tobago,2021-02-27,1399491,1,,991,7705,,0.55,
North America,Trinidad and Tobago,2021-04-08,1399491,41,,4777,8276,,0.59,
North America,Trinidad and Tobago,2021-04-15,1399491,82,,13087,8678,,0.62,
North America,Trinidad and Tobago,2021-04-16,1399491,0,2338,15425,8678,2338,0.62,0.17
North America,Trinidad and Tobago,2021-04-17,1399491,128,989,16414,8806,3327,0.63,0.24
North America,Trinidad and Tobago,2021-04-18,1399491,134,48,16462,8940,3375,0.64,0.24
North America,Trinidad and Tobago,2021-04-19,1399491,24,1233,17695,8964,4608,0.64,0.33
North America,Trinidad and Tobago,2021-04-20,1399491,171,1780,19475,9135,6388,0.65,0.46
North America,Trinidad and Tobago,2021-04-21,1399491,81,1756,21231,9216,8144,0.66,0.58
North America,Trinidad and Tobago,2021-04-22,1399491,167,2855,24086,9383,10999,0.67,0.79
North America,Trinidad and Tobago,2021-04-23,1399491,0,3611,27697,9383,14610,0.67,1.04
North America,Trinidad and Tobago,2021-04-24,1399491,104,3111,30808,9487,17721,0.68,1.27
North America,Trinidad and Tobago,2021-04-25,1399491,189,3545,34353,9676,21266,0.69,1.52
North America,Trinidad and Tobago,2021-04-26,1399491,120,7196,41549,9796,28462,0.7,2.03
North America,Trinidad and Tobago,2021-04-27,1399491,151,120,41669,9947,28582,0.71,2.04
North America,Trinidad and Tobago,2021-04-28,1399491,223,413,42082,10170,28995,0.73,2.07
North America,Trinidad and Tobago,2021-04-29,1399491,328,72,42154,10498,29067,0.75,2.08
North America,Trinidad and Tobago,2021-04-30,1399491,326,301,42455,10824,29368,0.77,2.1
Africa,Tunisia,2021-03-13,11818618,640,743,743,241257,743,2.04,0.01
Africa,Tunisia,2021-03-14,11818618,577,1333,2076,241834,2076,2.05,0.02
Africa,Tunisia,2021-03-15,11818618,290,479,2555,242124,2555,2.05,0.02
Africa,Tunisia,2021-03-19,11818618,841,,6861,244776,2555,2.07,0.02
Africa,Tunisia,2021-03-21,11818618,301,,12496,245706,2555,2.08,0.02
Africa,Tunisia,2021-03-22,11818618,217,5524,18020,245923,8079,2.08,0.07
Africa,Tunisia,2021-03-23,11818618,584,4020,22040,246507,12099,2.09,0.1
Africa,Tunisia,2021-03-25,11818618,783,,32026,248037,12099,2.1,0.1
Africa,Tunisia,2021-03-26,11818618,745,6827,38853,248782,18926,2.11,0.16
Africa,Tunisia,2021-03-27,11818618,921,5458,44311,249703,24384,2.11,0.21
Africa,Tunisia,2021-03-29,11818618,604,,53089,251169,24384,2.13,0.21
Africa,Tunisia,2021-04-02,11818618,1623,,70769,256931,24384,2.17,0.21
Africa,Tunisia,2021-04-03,11818618,1404,9371,80140,258335,33755,2.19,0.29
Africa,Tunisia,2021-04-04,11818618,1709,8403,88543,260044,42158,2.2,0.36
Africa,Tunisia,2021-04-05,11818618,1133,9514,98057,261177,51672,2.21,0.44
Africa,Tunisia,2021-04-06,11818618,1866,6865,104922,263043,58537,2.23,0.5
Africa,Tunisia,2021-04-07,11818618,1951,11320,116242,264994,69857,2.24,0.59
Africa,Tunisia,2021-04-08,11818618,1833,8537,124779,266827,78394,2.26,0.66
Africa,Tunisia,2021-04-09,11818618,2010,5595,130374,268837,83989,2.27,0.71
Africa,Tunisia,2021-04-10,11818618,1460,12558,142932,270297,96547,2.29,0.82
Africa,Tunisia,2021-04-11,11818618,1564,11715,154647,271861,108262,2.3,0.92
Africa,Tunisia,2021-04-12,11818618,1079,11446,166093,272940,119708,2.31,1.01
Africa,Tunisia,2021-04-13,11818618,1664,9346,175439,274604,129054,2.32,1.09
Africa,Tunisia,2021-04-14,11818618,2123,7586,183025,276727,136640,2.34,1.16
Africa,Tunisia,2021-04-15,11818618,2649,8600,191625,279376,145240,2.36,1.23
Africa,Tunisia,2021-04-18,11818618,1514,,225900,285490,145240,2.42,1.23
Africa,Tunisia,2021-04-19,11818618,1571,13498,239398,287061,158738,2.43,1.34
Africa,Tunisia,2021-04-20,11818618,2169,13274,252672,289230,172012,2.45,1.46
Africa,Tunisia,2021-04-21,11818618,2603,12693,265365,291833,184705,2.47,1.56
Africa,Tunisia,2021-04-22,11818618,2305,14525,279890,294138,199230,2.49,1.69
Africa,Tunisia,2021-04-23,11818618,2205,13183,293073,296343,212413,2.51,1.8
Africa,Tunisia,2021-04-24,11818618,2229,13539,306612,298572,225952,2.53,1.91
Africa,Tunisia,2021-04-25,11818618,1770,13397,320009,300342,239349,2.54,2.03
Africa,Tunisia,2021-04-26,11818618,1285,12991,333000,301627,252340,2.55,2.14
Africa,Tunisia,2021-04-27,11818618,1957,12914,345914,303584,265254,2.57,2.24
Africa,Tunisia,2021-04-28,11818618,1729,12832,358746,305313,278086,2.58,2.35
Africa,Tunisia,2021-04-29,11818618,1902,13337,372083,307215,291423,2.6,2.47
Asia,Turkey,2021-01-14,84339067,8962,279452,279452,1541576,279452,1.83,0.33
Asia,Turkey,2021-01-15,84339067,8314,337200,616652,1549890,616652,1.84,0.73
Asia,Turkey,2021-01-16,84339067,7550,60251,676903,1557440,676903,1.85,0.8
Asia,Turkey,2021-01-17,84339067,6436,29548,706451,1563876,706451,1.85,0.84
Asia,Turkey,2021-01-18,84339067,5862,125961,832412,1569738,832412,1.86,0.99
Asia,Turkey,2021-01-19,84339067,6818,118223,950635,1576556,950635,1.87,1.13
Asia,Turkey,2021-01-20,84339067,6435,101858,1052493,1582991,1052493,1.88,1.25
Asia,Turkey,2021-01-21,84339067,6289,67765,1120258,1589280,1120258,1.88,1.33
Asia,Turkey,2021-01-22,84339067,5967,81954,1202212,1595247,1202212,1.89,1.43
Asia,Turkey,2021-01-23,84339067,5856,24671,1226883,1601103,1226883,1.9,1.45
Asia,Turkey,2021-01-24,84339067,5277,17770,1244653,1606380,1244653,1.9,1.48
Asia,Turkey,2021-01-25,84339067,5642,58100,1302753,1612022,1302753,1.91,1.54
Asia,Turkey,2021-01-26,84339067,7103,107520,1410273,1619125,1410273,1.92,1.67
Asia,Turkey,2021-01-27,84339067,7489,112307,1522580,1626614,1522580,1.93,1.81
Asia,Turkey,2021-01-28,84339067,7279,174995,1697575,1633893,1697575,1.94,2.01
Asia,Turkey,2021-01-29,84339067,6912,230776,1928351,1640805,1928351,1.95,2.29
Asia,Turkey,2021-01-30,84339067,6871,32509,1960860,1647676,1960860,1.95,2.32
Asia,Turkey,2021-01-31,84339067,6562,25377,1986237,1654238,1986237,1.96,2.36
Asia,Turkey,2021-02-01,84339067,7719,150062,2136299,1661957,2136299,1.97,2.53
Asia,Turkey,2021-02-02,84339067,7795,92934,2229233,1669752,2229233,1.98,2.64
Asia,Turkey,2021-02-03,84339067,8102,114047,2343280,1677854,2343280,1.99,2.78
Asia,Turkey,2021-02-04,84339067,7909,157526,2500806,1685763,2500806,2.0,2.97
Asia,Turkey,2021-02-05,84339067,7901,58996,2559802,1693664,2559802,2.01,3.04
Asia,Turkey,2021-02-06,84339067,7897,41915,2601717,1701561,2601717,2.02,3.08
Asia,Turkey,2021-02-07,84339067,6670,8779,2610496,1708231,2610496,2.03,3.1
Asia,Turkey,2021-02-08,84339067,8103,53707,2664203,1716334,2664203,2.04,3.16
Asia,Turkey,2021-02-09,84339067,8636,68506,2732709,1724970,2732709,2.05,3.24
Asia,Turkey,2021-02-10,84339067,8642,62407,2795116,1733612,2795116,2.06,3.31
Asia,Turkey,2021-02-11,84339067,7590,51009,2846125,1741202,2846125,2.06,3.37
Asia,Turkey,2021-02-12,84339067,7763,558229,3404354,1748965,3404354,2.07,4.04
Asia,Turkey,2021-02-13,84339067,7706,305542,3709896,1756671,3709896,2.08,4.4
Asia,Turkey,2021-02-14,84339067,6287,115205,3825101,1762958,3825101,2.09,4.54
Asia,Turkey,2021-02-15,84339067,7945,356926,4182027,1770903,4182027,2.1,4.96
Asia,Turkey,2021-02-16,84339067,7906,448757,4630784,1778809,4630784,2.11,5.49
Asia,Turkey,2021-02-17,84339067,7325,592818,5223602,1786134,5223602,2.12,6.19
Asia,Turkey,2021-02-18,84339067,7241,671693,5895295,1793375,5895295,2.13,6.99
Asia,Turkey,2021-02-19,84339067,7419,466404,6361699,1800794,6361699,2.14,7.54
Asia,Turkey,2021-02-20,84339067,7857,171811,6533510,1808651,6533510,2.14,7.75
Asia,Turkey,2021-02-21,84339067,6546,38320,6571830,1815197,6571830,2.15,7.79
Asia,Turkey,2021-02-22,84339067,8104,265472,6837302,1823301,6837302,2.16,8.11
Asia,Turkey,2021-02-23,84339067,9107,452196,7289498,1832408,7289498,2.17,8.64
Asia,Turkey,2021-02-24,84339067,9561,330197,7619695,1841969,7619695,2.18,9.03
Asia,Turkey,2021-02-25,84339067,9572,360031,7979726,1851541,7979726,2.2,9.46
Asia,Turkey,2021-02-26,84339067,9205,319079,8298805,1860746,8298805,2.21,9.84
Asia,Turkey,2021-02-27,84339067,9193,215970,8514775,1869939,8514775,2.22,10.1
Asia,Turkey,2021-02-28,84339067,8424,33100,8547875,1878363,8547875,2.23,10.14
Asia,Turkey,2021-03-01,84339067,9891,226843,8774718,1888254,8774718,2.24,10.4
Asia,Turkey,2021-03-02,84339067,11837,298922,9073640,1900091,9073640,2.25,10.76
Asia,Turkey,2021-03-03,84339067,11520,243906,9317546,1911611,9317546,2.27,11.05
Asia,Turkey,2021-03-04,84339067,11322,242492,9560038,1922933,9560038,2.28,11.34
Asia,Turkey,2021-03-05,84339067,11302,196251,9756289,1934235,9756289,2.29,11.57
Asia,Turkey,2021-03-06,84339067,11770,127318,9883607,1946005,9883607,2.31,11.72
Asia,Turkey,2021-03-07,84339067,11187,33741,9917348,1957192,9917348,2.32,11.76
Asia,Turkey,2021-03-08,84339067,13215,84632,10001980,1970407,10001980,2.34,11.86
Asia,Turkey,2021-03-09,84339067,13755,221014,10222994,1984162,10222994,2.35,12.12
Asia,Turkey,2021-03-10,84339067,14556,137289,10360283,1998718,10360283,2.37,12.28
